code,name,industry,tracking_index,asset_size_cny,date,close,return_1d,mom20,mom60,ma5,ma10,ma20,trend20,vol20,amount60,rank_mom20,rank_mom60,rank_trend20,rank_vol20,rank_amount60,score,trend_ok
516570,易方达中证石化产业ETF,石油石化,中证石化产业指数,1186000000.0,2026-09-22,0.994,-0.004008016032064132,-0.016815034619188873,-0.010945273631840724,0.9888,1.0017,1.0227,-0.02806297056810403,0.2350801884626191,33807164.81666667,0.3231441048034934,0.6507177033492823,0.16593886462882096,0.4672489082969432,0.5065502183406113,0.3273145149495413,False
516620,国泰中证影视主题ETF,传媒,中证影视主题指数,135000000.0,2026-09-22,0.887,0.01255707762557079,0.0856793145654835,0.08968058968058967,0.8624,0.859,0.86165,0.029420298264956735,0.35895363061493646,39304877.1,0.9956331877729258,0.7894736842105263,0.7816593886462883,0.8427947598253275,0.5458515283842795,0.6968398069409332,True
516630,华夏中证云计算与大数据主题ETF,计算机,中证云计算与大数据主题指数,890000000.0,2026-09-22,1.642,0.019242706393544307,0.03270440251572326,-0.03525264394829619,1.5992000000000002,1.5848,1.6108,0.019369257511795412,0.22878961602195205,68479677.33333333,0.7467248908296943,0.5502392344497608,0.6681222707423581,0.42358078602620086,0.6637554585152838,0.5452038193936608,True
516640,富国中证芯片产业ETF,电子,中证芯片产业指数,2491000000.0,2026-09-22,1.461,0.008977900552486373,0.03690560681334287,-0.3049476688867744,1.4284,1.3876,1.40465,0.04011675506353907,0.35178097158285465,227126446.26666668,0.8034934497816594,0.09569377990430622,0.8820960698689956,0.8296943231441049,0.8384279475982532,0.40816531204947654,True
516650,华夏中证细分有色金属产业主题ETF,有色金属,细分有色,9460000000.0,2026-09-22,1.764,0.002272727272727204,-0.050080775444264924,-0.006197183098591519,1.7624,1.7886000000000002,1.834,-0.038167938931297773,0.2708054712831104,191627151.75,0.14847161572052403,0.6698564593301436,0.08733624454148471,0.6419213973799127,0.8078602620087336,0.2396899354380393,False
516700,华宝大数据ETF,计算机,中证大数据产业指数,139000000.0,2026-09-22,0.897,0.021640091116173155,0.025142857142857133,-0.047770700636942554,0.8732,0.866,0.8829499999999999,0.01591256583045486,0.23258674268536952,21103498.65,0.7074235807860262,0.5263157894736842,0.6419213973799127,0.4497816593886463,0.3799126637554585,0.5152148931280165,True
516780,华泰柏瑞中证稀土产业ETF,有色金属,中证稀土产业指数,2267000000.0,2026-09-22,0.819,-0.0036496350364964014,-0.022673031026252954,-0.1760563380281691,0.8141999999999999,0.8122,0.8257999999999999,-0.008234439331557208,0.198126914801399,82882390.85,0.2838427947598253,0.3923444976076555,0.39737991266375544,0.28820960698689957,0.6899563318777293,0.2873205741626795,False
516810,华夏中证农业主题ETF,农林牧渔,中证农业主题指数,355000000.0,2026-09-22,0.759,-0.00654450261780104,0.010652463382157196,0.12112259970457906,0.755,0.7665,0.77425,-0.019696480464966082,0.24886200563753869,82756372.95,0.5895196506550219,0.84688995215311,0.2052401746724891,0.5240174672489083,0.6855895196506551,0.4913896491924532,False
516860,博时金融科技ETF,非银金融,中证金融科技主题指数,1252000000.0,2026-09-22,1.064,0.002827521206409056,0.0066225165562914245,-0.01023255813953483,1.0421999999999998,1.0436,1.0718,-0.007277477141257704,0.2783960352153645,59405936.4,0.5283842794759825,0.6602870813397129,0.4192139737991266,0.6855895196506551,0.6331877729257642,0.43131881908025316,False
516880,光伏50,电力设备,中证光伏产业指数,877000000.0,2026-09-22,0.696,-0.0042918454935622075,-0.025210084033613467,-0.21266968325791857,0.6894,0.686,0.6952499999999999,0.0010787486515642097,0.19040878210876377,17390442.733333334,0.2445414847161572,0.2631578947368421,0.4847161572052402,0.24017467248908297,0.32751091703056767,0.2506205470006895,False
516920,汇添富中证芯片产业ETF,电子,中证芯片产业指数,951000000.0,2026-09-22,1.419,0.010683760683760868,0.03879941434846268,-0.3084795321637427,1.3866,1.3466,1.36355,0.04066590884089316,0.3558964039203289,54965114.166666664,0.8384279475982532,0.08133971291866028,0.8864628820960698,0.834061135371179,0.6157205240174672,0.4158051440630158,True
517110,国泰中证沪港深创新药产业ETF,医药生物,中证沪港深创新药产业人民币指数,661000000.0,2026-09-22,0.815,-0.001225490196078427,0.013681592039800794,0.19501466275659807,0.791,0.7771,0.78555,0.03748965692826678,0.29430146417502984,61373622.233333334,0.6331877729257642,0.9090909090909091,0.8427947598253275,0.74235807860262,0.6419213973799127,0.6341206828106392,True
517120,华泰柏瑞中证沪港深创新药产业ETF,医药生物,中证沪港深创新药产业人民币指数,344000000.0,2026-09-22,0.782,-0.0076142131979695105,0.011642949547218562,0.20122887864823347,0.7614,0.7484999999999999,0.7554000000000001,0.03521313211543542,0.3012923917786606,38016596.1,0.5982532751091703,0.9138755980861244,0.8384279475982532,0.7554585152838428,0.5414847161572053,0.6213848436096194,True
517130,嘉实中证沪港深云计算产业ETF,计算机,中证沪港深云计算产业人民币指数,469000000.00000006,2026-09-22,0.953,0.014909478168264156,0.02583423035522059,-0.027551020408163263,0.9292,0.9202,0.9319999999999998,0.022532188841201783,0.19275376164959318,8944015.8,0.7117903930131004,0.583732057416268,0.7074235807860262,0.2576419213973799,0.15283842794759825,0.5691533816677462,True
517230,云计算ETF永赢,计算机,中证沪港深云计算产业人民币指数,218000000.00000003,2026-09-22,0.975,0.015625,0.03283898305084754,,0.9494,0.9401999999999999,0.9522499999999999,0.023890784982935287,0.19931324653673974,7246810.333333333,0.7510917030567685,,0.7205240174672489,0.2925764192139738,0.06986899563318777,,True
517390,天弘中证沪港深云计算产业ETF,计算机,中证沪港深云计算产业人民币指数,266000000.0,2026-09-22,1.927,0.014744602422327446,0.031584582441113396,-0.029707955689828758,1.8783999999999998,1.8587,1.8825500000000002,0.023611590661602566,0.20064002446358203,10004334.15,0.7379912663755459,0.5789473684210527,0.7117903930131004,0.30131004366812225,0.1615720524017467,0.5731555964146172,True
517400,国泰中证沪深港黄金产业股票ETF,有色金属,中证沪深港黄金产业股票指数,964000000.0,2026-09-22,1.582,-0.016780609073958952,-0.09599999999999997,0.26560000000000006,1.624,1.6536000000000002,1.6988499999999997,-0.06878182299791014,0.3295131056470894,109186303.06666666,0.017467248908296942,0.9521531100478469,0.013100436681222707,0.7903930131004366,0.7248908296943232,0.26294791166085113,False
517520,黄金股ETF永赢,有色金属,中证沪深港黄金产业股票指数,7493000000.000001,2026-09-22,2.007,-0.014727540500736325,-0.09472259810554806,0.2670454545454546,2.0587999999999997,2.0965,2.1537,-0.06811533639782696,0.33721925031318295,842380606.8666667,0.021834061135371178,0.9617224880382775,0.017467248908296942,0.8078602620087336,0.9519650655021834,0.26695221579156303,False
518890,中银黄金,有色金属,上海金,3356000000.0,2026-09-22,8.88,-0.007599463567277587,-0.07025442362056322,0.05852902610561461,8.9306,8.9499,9.0799,-0.022015660965429062,0.21324487759471125,53758100.6,0.08296943231441048,0.7272727272727273,0.18777292576419213,0.35807860262008734,0.611353711790393,0.2853314807463279,False
520510,华夏中证港股通医疗主题ETF,医药生物,中证港股通医疗主题指数,174000000.0,2026-09-22,0.988,-0.009027081243731194,-0.002020202020202033,0.28478543563068914,0.9632,0.9423,0.94885,0.04126047320440529,0.3109783822878767,264493589.46666667,0.43231441048034935,0.9904306220095693,0.8951965065502183,0.7729257641921398,0.8777292576419214,0.5997074862623012,False
520600,广发中证港股通汽车ETF,汽车,中证港股通汽车产业主题指数,324000000.0,2026-09-22,0.936,-0.007423117709437821,-0.09302325581395343,-0.053589484327603576,0.9408,0.9485999999999999,0.9761999999999998,-0.04118008604794077,0.18851092867799651,148710120.83333334,0.026200873362445413,0.5215311004784688,0.06550218340611354,0.21397379912663755,0.7641921397379913,0.1834092476128789,False
520850,易方达中证港股通医疗主题ETF,医药生物,中证港股通医疗主题指数,131000000.0,2026-09-22,0.938,-0.005302226935312793,0.006437768240343145,0.2761904761904761,0.9132,0.8947999999999998,0.9000999999999999,0.04210643261859803,0.2786716732411434,35035588.666666664,0.519650655021834,0.9760765550239234,0.9039301310043668,0.6899563318777293,0.5152838427947598,0.6352949165291155,True
560290,景顺长城中证有色金属矿业主题ETF,有色金属,中证有色金属矿业主题指数,207000000.0,2026-09-22,0.787,0.002547770700636942,-0.04951690821256027,-0.027194066749072987,0.7872,0.7977000000000001,0.8181,-0.03801491260237133,0.2651552445931416,10162498.316666666,0.15283842794759825,0.5885167464114832,0.09606986899563319,0.6069868995633187,0.16593886462882096,0.2179895948684733,False
560310,博时中证光伏产业ETF,电力设备,中证光伏产业指数,172000000.0,2026-09-22,0.739,-0.0026990553306343035,-0.026350461133069825,-0.21798941798941796,0.7318,0.7278,0.7377499999999999,0.001694340901389424,0.18611050238710544,1823681.8166666667,0.23580786026200873,0.23923444976076555,0.5021834061135371,0.19213973799126638,0.008733624454148471,0.24748751593155177,False
560470,易方达中证细分有色金属产业主题ETF,有色金属,细分有色,243000000.00000003,2026-09-22,0.863,0.0023228803716608404,-0.048511576626240394,0.0011600928074246841,0.8620000000000001,0.8749,0.8966,-0.03747490519741237,0.2654045755760773,11686769.35,0.1615720524017467,0.6889952153110048,0.10480349344978165,0.611353711790393,0.2096069868995633,0.25752387121038,False
560780,广发中证半导体材料设备ETF,电子,中证半导体材料设备主题指数,11610000000.0,2026-09-22,1.054,-0.01310861423220977,0.012487992315081797,-0.27956254272043746,1.0548000000000002,1.0141,1.0211,0.03222015473508977,0.4279885304241286,1001009961.35,0.611353711790393,0.1339712918660287,0.7947598253275109,0.9344978165938864,0.9606986899563319,0.3263659346858611,True
560800,鹏扬中证数字经济主题ETF,计算机,中证数字经济主题指数,455000000.0,2026-09-22,1.16,0.008695652173912993,0.032028469750889466,-0.2383453709783322,1.138,1.1164999999999998,1.13125,0.025414364640883758,0.2796116152265332,11050837.5,0.74235807860262,0.21052631578947367,0.7379912663755459,0.6986899563318777,0.18340611353711792,0.4112387956791543,True
560900,摩根中证创新药产业ETF,医药生物,中证创新药产业指数,181000000.0,2026-09-22,0.932,-0.0021413276231263545,-0.001071811361200381,0.07497116493656297,0.9092,0.8972000000000001,0.9074500000000001,0.027053832167061476,0.25263146618713234,23120254.4,0.44541484716157204,0.7511961722488039,0.7554585152838428,0.5502183406113537,0.40611353711790393,0.5148837257892648,False
560910,华泰柏瑞中证电池主题ETF,电力设备,中证电池主题指数,319000000.0,2026-09-22,0.704,0.0,-0.06878306878306883,-0.24301075268817207,0.7011999999999999,0.7013999999999999,0.7170500000000001,-0.018199567673105266,0.18056973813790583,10525361.583333334,0.08733624454148471,0.18181818181818182,0.2314410480349345,0.15283842794759825,0.17903930131004367,0.12520841603811034,False
